stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
940GZZCRMDN-1002060-ENT-3,ENT,51.408758,-0.192465,3,940GZZCRMDN
940GZZCRMDN-1002060-Tram-2,Tram,51.408724,-0.192581,3,940GZZCRMDN
940GZZCRMDN-EB-tram,Eastbound,,,0,940GZZCRMDN
940GZZCRMDN-WB-tram,Westbound,,,0,940GZZCRMDN
940GZZCRMTP,Merton Park,,,1,
940GZZCRMTP-Outside,Outside Merton Park,,,3,940GZZCRMTP
940GZZCRMTP-1002057-Bus-1,Bus,51.414795,-0.201431,3,940GZZCRMTP
940GZZCRMTP-1002057-ENT-3,ENT,51.414357,-0.202138,3,940GZZCRMTP
940GZZCRMTP-1002057-Tram-2,Tram,51.413888,-0.201495,3,940GZZCRMTP
940GZZCRMTP-EB-tram,Eastbound,,,0,940GZZCRMTP
940GZZCRMTP-WB-tram,Westbound,,,0,940GZZCRMTP
940GZZCRNWA,New Addington,,,1,
940GZZCRNWA-Outside,Outside New Addington,,,3,940GZZCRNWA
940GZZCRNWA-1002062-Bus-1,Bus,51.343155,-0.01779,3,940GZZCRNWA
940GZZCRNWA-1002062-ENT-3,ENT,51.342489,-0.017215,3,940GZZCRNWA
940GZZCRNWA-1002062-Tram-2,Tram,51.342747,-0.017621,3,940GZZCRNWA
940GZZCRNWA-WB-tram,Westbound,,,0,940GZZCRNWA
940GZZCRPHI,Phipps Bridge,,,1,
940GZZCRPHI-Outside,Outside Phipps Bridge,,,3,940GZZCRPHI
940GZZCRPHI-1002063-BUS-1,BUS,51.40423,-0.182249,3,940GZZCRPHI
940GZZCRPHI-1002063-ENT-2,ENT,51.403978,-0.18164,3,940GZZCRPHI
940GZZCRPHI-1002063-Tram-3,Tram,51.403377,-0.182311,3,940GZZCRPHI
940GZZCRPHI-EB-tram,Eastbound,,,0,940GZZCRPHI
940GZZCRPHI-WB-tram,Westbound,,,0,940GZZCRPHI
940GZZCRRVC,Reeves Corner,,,1,
940GZZCRRVC-Outside,Outside Reeves Corner,,,3,940GZZCRRVC
940GZZCRRVC-1002068-ENT-1,ENT,51.374744,-0.106244,3,940GZZCRRVC
940GZZCRRVC-1002068-Tram-2,Tram,51.37487,-0.106239,3,940GZZCRRVC
940GZZCRRVC-EB-tram,Eastbound,,,0,940GZZCRRVC
940GZZCRSAN,Sandilands,,,1,
940GZZCRSAN-Outside,Outside Sandilands,,,3,940GZZCRSAN
940GZZCRSAN-1002072-Bus-1,Bus,51.375163,-0.078912,3,940GZZCRSAN
940GZZCRSAN-1002072-ENT-3,ENT,51.375159,-0.079228,3,940GZZCRSAN
940GZZCRSAN-1002072-Tram-2,Tram,51.375004,-0.078027,3,940GZZCRSAN
940GZZCRSAN-EB-tram,Eastbound,,,0,940GZZCRSAN
940GZZCRSAN-WB-tram,Westbound,,,0,940GZZCRSAN
940GZZCRTPA,Therapia Lane,,,1,
940GZZCRTPA-Outside,Outside Therapia Lane,,,3,940GZZCRTPA
940GZZCRTPA-1002075-Bus-1,Bus,51.385967,-0.130888,3,940GZZCRTPA
940GZZCRTPA-1002075-ENTN-3,ENTN,51.385606,-0.128546,3,940GZZCRTPA
940GZZCRTPA-1002075-ENTS-4,ENTS,51.385462,-0.129112,3,940GZZCRTPA
940GZZCRTPA-1002075-MET-2,MET,51.385535,-0.128578,3,940GZZCRTPA
940GZZCRTPA-EB-tram,Eastbound,,,0,940GZZCRTPA
940GZZCRTPA-WB-tram,Westbound,,,0,940GZZCRTPA
940GZZCRWAD,Waddon Marsh,,,1,
940GZZCRWAD-Outside,Outside Waddon Marsh,,,3,940GZZCRWAD
940GZZCRWAD-1002078-BUS-1,BUS,51.376684,-0.118349,3,940GZZCRWAD
940GZZCRWAD-1002078-ENTE-4,ENTE,51.377887,-0.118802,3,940GZZCRWAD
940GZZCRWAD-1002078-ENTW-3,ENTW,51.377472,-0.11869,3,940GZZCRWAD
940GZZCRWAD-1002078-Tram-2,Tram,51.377634,-0.118726,3,940GZZCRWAD
940GZZCRWAD-EB-tram,Eastbound,,,0,940GZZCRWAD
940GZZCRWAD-WB-tram,Westbound,,,0,940GZZCRWAD
940GZZCRWAN,Wandle Park,,,1,
940GZZCRWAN-Outside,Outside Wandle Park,,,3,940GZZCRWAN
940GZZCRWAN-1002079-ENT-2,ENT,51.373164,-0.113105,3,940GZZCRWAN
940GZZCRWAN-1002079-Tram-1,Tram,51.373401,-0.113282,3,940GZZCRWAN
940GZZCRWAN-EB-tram,Eastbound,,,0,940GZZCRWAN
940GZZCRWAN-WB-tram,Westbound,,,0,940GZZCRWAN
940GZZCRWEL,Wellesley Road,,,1,
940GZZCRWEL-Outside,Outside Wellesley Road,,,3,940GZZCRWEL
940GZZCRWEL-1002081-ENT-2,ENT,51.375466,-0.097478,3,940GZZCRWEL
940GZZCRWEL-1002081-Tram-1,Tram,51.375448,-0.097478,3,940GZZCRWEL
940GZZCRWEL-EB-tram,Eastbound,,,0,940GZZCRWEL
940GZZCRWOD,Woodside,,,1,
940GZZCRWOD-Outside,Outside Woodside,,,3,940GZZCRWOD
940GZZCRWOD-1002086-BUSN-3,BUSN,51.388249,-0.064839,3,940GZZCRWOD
940GZZCRWOD-1002086-BUSS-1,BUSS,51.387015,-0.064186,3,940GZZCRWOD
940GZZCRWOD-1002086-ENT-4,ENT,51.387319,-0.064576,3,940GZZCRWOD
940GZZCRWOD-1002086-Tram-2,Tram,51.387123,-0.065231,3,940GZZCRWOD
940GZZCRWOD-EB-tram,Eastbound,,,0,940GZZCRWOD
940GZZCRWOD-WB-tram,Westbound,,,0,940GZZCRWOD
940GZZDLABR,Abbey Road,,,1,
940GZZDLABR-Outside,Outside Abbey Road,,,3,940GZZDLABR
940GZZDLABR-1003006-ABBEY-1,ABBEY,51.532085,0.00383,3,940GZZDLABR
940GZZDLABR-1003006-B+R-6,B+R,51.532691,0.003655,3,940GZZDLABR
940GZZDLABR-1003006-BAKER-4,BAKER,51.532699,0.003698,3,940GZZDLABR
940GZZDLABR-1003006-BOOKH-2,BOOKH,51.532277,0.003622,3,940GZZDLABR
940GZZDLABR-1003006-BUS-7,BUS,51.532232,0.004183,3,940GZZDLABR
940GZZDLABR-1003006-DLRN-3,DLRN,51.532439,0.003644,3,940GZZDLABR
940GZZDLABR-1003006-DLRS-5,DLRS,51.532446,0.003759,3,940GZZDLABR
940GZZDLABR-Plat01-SB-dlr,Southbound Platform 1,,,0,940GZZDLABR
940GZZDLABR-Plat02-NB-dlr,Northbound Platform 2,,,0,940GZZDLABR
940GZZDLALL,All Saints,,,1,
940GZZDLALL-Outside,Outside All Saints,,,3,940GZZDLALL
940GZZDLALL-1002003-BUS-3,BUS,51.511205,-0.013112,3,940GZZDLALL
940GZZDLALL-1002003-CONC-5,CONC,51.511178,-0.013156,3,940GZZDLALL
940GZZDLALL-1002003-DLR-N-2,DLR-N,51.511017,-0.013163,3,940GZZDLALL
940GZZDLALL-1002003-DLR-S-4,DLR-S,51.511024,-0.013091,3,940GZZDLALL
940GZZDLALL-1002003-EAST-1,EAST,51.511129,-0.012914,3,940GZZDLALL
940GZZDLALL-Plat01-NB-dlr,Northbound Platform 1,,,0,940GZZDLALL
940GZZDLALL-Plat02-SB-dlr,Southbound Platform 2,,,0,940GZZDLALL
940GZZDLBEC,Beckton,,,1,
940GZZDLBEC-Outside,Outside Beckton,,,3,940GZZDLBEC
940GZZDLBEC-1002011-Bus-3,Bus,51.514743,0.060648,3,940GZZDLBEC
940GZZDLBEC-1002011-CONC-4,CONC,51.514317,0.060831,3,940GZZDLBEC
940GZZDLBEC-1002011-DLR1-2,DLR1,51.514374,0.061179,3,940GZZDLBEC
940GZZDLBEC-1002011-DLR2-5,DLR2,51.514319,0.061206,3,940GZZDLBEC
940GZZDLBEC-1002011-WOOLW-1,WOOLW,51.51432,0.060644,3,940GZZDLBEC
940GZZDLBEC-Plat01-WB-dlr,Westbound Platform 1,,,0,940GZZDLBEC
940GZZDLBEC-Plat02-WB-dlr,Westbound Platform 2,,,0,940GZZDLBEC
940GZZDLBLA,Blackwall,,,1,
940GZZDLBLA-Outside,Outside Blackwall,,,3,940GZZDLBLA
940GZZDLBLA-1002018-Bus-3,Bus,51.50827,-0.00713,3,940GZZDLBLA
940GZZDLBLA-1002018-DITCH-1,DITCH,51.50807,-0.006965,3,940GZZDLBLA
940GZZDLBLA-1002018-DLR-E-2,DLR-E,51.508039,-0.006765,3,940GZZDLBLA
940GZZDLBLA-1002018-DLR-W-4,DLR-W,51.507984,-0.006695,3,940GZZDLBLA
940GZZDLBLA-1002018-MET-5,MET,51.507928,-0.006539,3,940GZZDLBLA
940GZZDLBLA-1002018-PREST-6,PREST,51.508117,-0.00656,3,940GZZDLBLA
940GZZDLBLA-Plat01-EB-dlr,Eastbound Platform 1,,,0,940GZZDLBLA
940GZZDLBLA-Plat02-WB-dlr,Westbound Platform 2,,,0,940GZZDLBLA
940GZZDLBOW,Bow Church,,,1,
940GZZDLBOW-Outside,Outside Bow Church,,,3,940GZZDLBOW
940GZZDLBOW-1002019-BOWRD-3,BOWRD,51.527811,-0.020938,3,940GZZDLBOW
940GZZDLBOW-1002019-Bus-1,Bus,51.527857,-0.020965,3,940GZZDLBOW
940GZZDLBOW-1002019-DLR-N-2,DLR-N,51.527666,-0.020858,3,940GZZDLBOW
940GZZDLBOW-1002019-DLR-S-4,DLR-S,51.527692,-0.020771,3,940GZZDLBOW
940GZZDLBOW-1002019-MET-5,MET,51.527702,-0.020828,3,940GZZDLBOW
940GZZDLBOW-Plat01-NB-dlr,Northbound Platform 1,,,0,940GZZDLBOW
940GZZDLBOW-Plat02-SB-dlr,Southbound Platform 2,,,0,940GZZDLBOW
940GZZDLBPK,Beckton Park,,,1,
940GZZDLBPK-Outside,Outside Beckton Park,,,3,940GZZDLBPK
940GZZDLBPK-1002012-BRDGE-5,BRDGE,51.508772,0.054975,3,940GZZDLBPK
940GZZDLBPK-1002012-Bus-3,Bus,51.509311,0.055028,3,940GZZDLBPK
940GZZDLBPK-1002012-DLR-E-2,DLR-E,51.508799,0.055019,3,940GZZDLBPK
940GZZDLBPK-1002012-DLR-W-4,DLR-W,51.508727,0.054987,3,940GZZDLBPK
940GZZDLBPK-1002012-STRAI-1,STRAI,51.509269,0.054853,3,940GZZDLBPK
940GZZDLBPK-Plat01-EB-dlr,Eastbound Platform 1,,,0,940GZZDLBPK
940GZZDLBPK-Plat02-WB-dlr,Westbound Platform 2,,,0,940GZZDLBPK
940GZZDLCLA,Crossharbour,,,1,
940GZZDLCLA-Outside,Outside Crossharbour,,,3,940GZZDLCLA
940GZZDLCLA-1002025-Bus-3,Bus,51.495916,-0.014137,3,940GZZDLCLA
940GZZDLCLA-1002025-CONCA-6,CONCA,51.495422,-0.014692,3,940GZZDLCLA
940GZZDLCLA-1002025-CONCB-7,CONCB,51.495268,-0.014598,3,940GZZDLCLA
940GZZDLCLA-1002025-CROB-5,CROB,51.495373,-0.01442,3,940GZZDLCLA
940GZZDLCLA-1002025-CROSA-1,CROSA,51.496025,-0.014204,3,940GZZDLCLA
940GZZDLCLA-1002025-DLR_S-4,DLR_S,51.495741,-0.014404,3,940GZZDLCLA
940GZZDLCLA-1002025-DLR-N-2,DLR-N,51.495815,-0.014516,3,940GZZDLCLA
940GZZDLCLA-Plat01-SB-dlr,Southbound Platform 1,,,0,940GZZDLCLA
940GZZDLCLA-Plat02-NB-dlr,Northbound Platform 2,,,0,940GZZDLCLA
HUBCUS,Custom House for ExCel,,,1,
HUBCUS-Outside,Outside Custom House for ExCel,,,3,HUBCUS
HUBCUS-1001079-BCD-3,BCD,51.509915,0.025483,3,HUBCUS
HUBCUS-1001079-Bus-1,Bus,51.509958,0.02769,3,HUBCUS
HUBCUS-1001079-CBH-9,CBH,51.509529,0.027541,3,HUBCUS
HUBCUS-1001079-DLREB-2,DLREB,51.509677,0.026755,3,HUBCUS
HUBCUS-1001079-DLRWB-14,DLRWB,51.509623,0.026738,3,HUBCUS
HUBCUS-1001079-EL EB-5,EL EB,51.509858,0.026676,3,HUBCUS
HUBCUS-1001079-EL WB-10,EL WB,51.509767,0.02673,3,HUBCUS
HUBCUS-1001079-EXCEL-7,EXCEL,51.509002,0.027316,3,HUBCUS
HUBCUS-1001079-RLY-11,RLY,51.509814,0.027164,3,HUBCUS
HUBCUS-1001079-VIC-4,VIC,51.509935,0.02691,3,HUBCUS
HUBCUS-1001079-WalkC-6,WalkC,51.509738,0.02585,3,HUBCUS
HUBCUS-1001079-WalkE-13,WalkE,51.509725,0.026584,3,HUBCUS
HUBCUS-1001079-WalkW-12,WalkW,51.50956,0.025193,3,HUBCUS
HUBCUS-1001079-XREnt-8,XREnt,51.509621,0.027401,3,HUBCUS
HUBCUS-PlatA-EB-elizabeth,Eastbound Platform A,,,0,HUBCUS
HUBCUS-PlatB-WB-elizabeth,Westbound Platform B,,,0,HUBCUS
HUBCUS-Plat03-EB-dlr,Eastbound Platform 3,,,0,HUBCUS
HUBCUS-Plat04-WB-dlr,Westbound Platform 4,,,0,HUBCUS
940GZZDLCYP,Cyprus,,,1,
940GZZDLCYP-Outside,Outside Cyprus,,,3,940GZZDLCYP
940GZZDLCYP-1002028-BRDGE-6,BRDGE,51.508488,0.063983,3,940GZZDLCYP
940GZZDLCYP-1002028-Bus-3,Bus,51.509156,0.064878,3,940GZZDLCYP
940GZZDLCYP-1002028-DLR-E-2,DLR-E,51.508516,0.063941,3,940GZZDLCYP
940GZZDLCYP-1002028-DLR-W-5,DLR-W,51.508463,0.06391,3,940GZZDLCYP
940GZZDLCYP-1002028-STRAI-1,STRAI,51.508819,0.063566,3,940GZZDLCYP
940GZZDLCYP-1002028-UNIVE-4,UNIVE,51.507599,0.063929,3,940GZZDLCYP
940GZZDLCYP-Plat01-EB-dlr,Eastbound Platform 1,,,0,940GZZDLCYP
940GZZDLCYP-Plat02-WB-dlr,Westbound Platform 2,,,0,940GZZDLCYP
940GZZDLDEP,Deptford Bridge,,,1,
940GZZDLDEP-Outside,Outside Deptford Bridge,,,3,940GZZDLDEP
940GZZDLDEP-1002029-BCQ-6,BCQ,51.474408,-0.02279,3,940GZZDLDEP
940GZZDLDEP-1002029-BusNP-5,BusNP,51.475524,-0.023346,3,940GZZDLDEP
940GZZDLDEP-1002029-BusST-1,BusST,51.474502,-0.023045,3,940GZZDLDEP
940GZZDLDEP-1002029-C-8,C,51.47422,-0.022294,3,940GZZDLDEP
940GZZDLDEP-1002029-DEP-N-3,DEP-N,51.474448,-0.022457,3,940GZZDLDEP
940GZZDLDEP-1002029-DEP-S-4,DEP-S,51.474288,-0.022608,3,940GZZDLDEP
940GZZDLDEP-1002029-DLR-N-7,DLR-N,51.474313,-0.022491,3,940GZZDLDEP
940GZZDLDEP-1002029-DLR-S-2,DLR-S,51.474321,-0.02239,3,940GZZDLDEP
940GZZDLDEP-Plat01-SB-dlr,Southbound Platform 1,,,0,940GZZDLDEP
940GZZDLDEP-Plat02-NB-dlr,Northbound Platform 2,,,0,940GZZDLDEP
940GZZDLDEV,Devons Road,,,1,
940GZZDLDEV-Outside,Outside Devons Road,,,3,940GZZDLDEV
940GZZDLDEV-1002030-CONC-5,CONC,51.522589,-0.017374,3,940GZZDLDEV
940GZZDLDEV-1002030-CSB-3,CSB,51.522636,-0.018539,3,940GZZDLDEV
940GZZDLDEV-1002030-DEVON-1,DEVON,51.522681,-0.017485,3,940GZZDLDEV
940GZZDLDEV-1002030-DLR-N-2,DLR-N,51.522484,-0.017508,3,940GZZDLDEV
940GZZDLDEV-1002030-DLR-S-4,DLR-S,51.522509,-0.01742,3,940GZZDLDEV
940GZZDLDEV-1002030-DRB-6,DRB,51.522886,-0.01628,3,940GZZDLDEV
940GZZDLDEV-Plat01-NB-dlr,Northbound Platform 1,,,0,940GZZDLDEV
940GZZDLDEV-Plat02-SB-dlr,Southbound Platform 2,,,0,940GZZDLDEV
940GZZDLEIN,East India,,,1,
