Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
TH2,NO2,12/09/2022 21:00,52,ug m-3,R
TH2,NO2,12/09/2022 22:00,56.6,ug m-3,R
TH2,NO2,12/09/2022 23:00,54.7,ug m-3,R
TH2,NO2,13/09/2022 00:00,45.7,ug m-3,R
TH2,NO2,13/09/2022 01:00,33.9,ug m-3,R
TH2,NO2,13/09/2022 02:00,20.7,ug m-3,R
TH2,NO2,13/09/2022 03:00,14,ug m-3,R
TH2,NO2,13/09/2022 04:00,10.5,ug m-3,R
TH2,NO2,13/09/2022 05:00,13.8,ug m-3,R
TH2,NO2,13/09/2022 06:00,14.9,ug m-3,R
TH2,NO2,13/09/2022 07:00,17.2,ug m-3,R
TH2,NO2,13/09/2022 08:00,24.3,ug m-3,R
TH2,NO2,13/09/2022 09:00,20.3,ug m-3,R
TH2,NO2,13/09/2022 10:00,19.3,ug m-3,R
TH2,NO2,13/09/2022 11:00,25.6,ug m-3,R
TH2,NO2,13/09/2022 12:00,24.9,ug m-3,R
TH2,NO2,13/09/2022 13:00,22.8,ug m-3,R
TH2,NO2,13/09/2022 14:00,24.5,ug m-3,R
TH2,NO2,13/09/2022 15:00,33.5,ug m-3,R
TH2,NO2,13/09/2022 16:00,29.6,ug m-3,R
TH2,NO2,13/09/2022 17:00,30.6,ug m-3,R
TH2,NO2,13/09/2022 18:00,30.2,ug m-3,R
TH2,NO2,13/09/2022 19:00,31.7,ug m-3,R
TH2,NO2,13/09/2022 20:00,27.2,ug m-3,R
TH2,NO2,13/09/2022 21:00,25.6,ug m-3,R
TH2,NO2,13/09/2022 22:00,25.4,ug m-3,R
TH2,NO2,13/09/2022 23:00,17.6,ug m-3,R
TH2,NO2,14/09/2022 00:00,19.3,ug m-3,R
TH2,NO2,14/09/2022 01:00,16.4,ug m-3,R
TH2,NO2,14/09/2022 02:00,14.2,ug m-3,R
TH2,NO2,14/09/2022 03:00,14.2,ug m-3,R
TH2,NO2,14/09/2022 04:00,11.7,ug m-3,R
TH2,NO2,14/09/2022 05:00,19.7,ug m-3,R
TH2,NO2,14/09/2022 06:00,24.9,ug m-3,R
TH2,NO2,14/09/2022 07:00,24.5,ug m-3,R
TH2,NO2,14/09/2022 08:00,28.5,ug m-3,R
TH2,NO2,14/09/2022 09:00,25.2,ug m-3,R
TH2,NO2,14/09/2022 10:00,22,ug m-3,R
TH2,NO2,14/09/2022 11:00,25.2,ug m-3,R
TH2,NO2,14/09/2022 12:00,21.6,ug m-3,R
TH2,NO2,14/09/2022 13:00,22.2,ug m-3,R
TH2,NO2,14/09/2022 14:00,21.4,ug m-3,R
TH2,NO2,14/09/2022 15:00,27.2,ug m-3,R
TH2,NO2,14/09/2022 16:00,29.6,ug m-3,R
TH2,NO2,14/09/2022 17:00,41.7,ug m-3,R
TH2,NO2,14/09/2022 18:00,47,ug m-3,R
TH2,NO2,14/09/2022 19:00,31.6,ug m-3,R
TH2,NO2,14/09/2022 20:00,24.5,ug m-3,R
TH2,NO2,14/09/2022 21:00,24.1,ug m-3,R
TH2,NO2,14/09/2022 22:00,28.7,ug m-3,R
TH2,NO2,14/09/2022 23:00,31.2,ug m-3,R
TH2,NO2,15/09/2022 00:00,25.2,ug m-3,R
TH2,NO2,15/09/2022 01:00,21.8,ug m-3,R
TH2,NO2,15/09/2022 02:00,20.1,ug m-3,R
TH2,NO2,15/09/2022 03:00,19.9,ug m-3,R
TH2,NO2,15/09/2022 04:00,23.1,ug m-3,R
TH2,NO2,15/09/2022 05:00,27,ug m-3,R
TH2,NO2,15/09/2022 06:00,32.3,ug m-3,R
TH2,NO2,15/09/2022 07:00,30.2,ug m-3,R
TH2,NO2,15/09/2022 08:00,25.8,ug m-3,R
TH2,NO2,15/09/2022 09:00,20.5,ug m-3,R
TH2,NO2,15/09/2022 10:00,25.1,ug m-3,R
TH2,NO2,15/09/2022 11:00,20.5,ug m-3,R
TH2,NO2,15/09/2022 12:00,19.9,ug m-3,R
TH2,NO2,15/09/2022 13:00,24.3,ug m-3,R
TH2,NO2,15/09/2022 14:00,27.7,ug m-3,R
TH2,NO2,15/09/2022 15:00,27.2,ug m-3,R
TH2,NO2,15/09/2022 16:00,25.1,ug m-3,R
TH2,NO2,15/09/2022 17:00,31.6,ug m-3,R
TH2,NO2,15/09/2022 18:00,36,ug m-3,R
TH2,NO2,15/09/2022 19:00,29.3,ug m-3,R
TH2,NO2,15/09/2022 20:00,27.3,ug m-3,R
TH2,NO2,15/09/2022 21:00,33.9,ug m-3,R
TH2,NO2,15/09/2022 22:00,31.6,ug m-3,R
TH2,NO2,15/09/2022 23:00,24.3,ug m-3,R
TH2,NO2,16/09/2022 00:00,18.6,ug m-3,R
TH2,NO2,16/09/2022 01:00,17.6,ug m-3,R
TH2,NO2,16/09/2022 02:00,17.8,ug m-3,R
TH2,NO2,16/09/2022 03:00,18.2,ug m-3,R
TH2,NO2,16/09/2022 04:00,18.4,ug m-3,R
TH2,NO2,16/09/2022 05:00,25.2,ug m-3,R
TH2,NO2,16/09/2022 06:00,26.8,ug m-3,R
TH2,NO2,16/09/2022 07:00,31.6,ug m-3,R
TH2,NO2,16/09/2022 08:00,23.1,ug m-3,R
TH2,NO2,16/09/2022 09:00,20.5,ug m-3,R
TH2,NO2,16/09/2022 10:00,22.4,ug m-3,R
TH2,NO2,16/09/2022 11:00,16.8,ug m-3,R
TH2,NO2,16/09/2022 12:00,17.8,ug m-3,R
TH2,NO2,16/09/2022 13:00,22.8,ug m-3,R
TH2,NO2,16/09/2022 14:00,25.2,ug m-3,R
TH2,NO2,16/09/2022 15:00,25.1,ug m-3,R
TH2,NO2,16/09/2022 16:00,22.4,ug m-3,R
TH2,NO2,16/09/2022 17:00,24.9,ug m-3,R
TH2,NO2,16/09/2022 18:00,27.2,ug m-3,R
TH2,NO2,16/09/2022 19:00,36.1,ug m-3,R
TH2,NO2,16/09/2022 20:00,33.1,ug m-3,R
TH2,NO2,16/09/2022 21:00,33.3,ug m-3,R
TH2,NO2,16/09/2022 22:00,27.2,ug m-3,R
TH2,NO2,16/09/2022 23:00,28.1,ug m-3,R
TH2,NO2,17/09/2022 00:00,20.3,ug m-3,R
TH2,NO2,17/09/2022 01:00,19.9,ug m-3,R
TH2,NO2,17/09/2022 02:00,15.7,ug m-3,R
TH2,NO2,17/09/2022 03:00,16.6,ug m-3,R
TH2,NO2,17/09/2022 04:00,16.8,ug m-3,R
TH2,NO2,17/09/2022 05:00,18.9,ug m-3,R
TH2,NO2,17/09/2022 06:00,18.6,ug m-3,R
TH2,NO2,17/09/2022 07:00,19.9,ug m-3,R
TH2,NO2,17/09/2022 08:00,16.6,ug m-3,R
TH2,NO2,17/09/2022 09:00,14.2,ug m-3,R
TH2,NO2,17/09/2022 10:00,15.1,ug m-3,R
TH2,NO2,17/09/2022 11:00,16.6,ug m-3,R
TH2,NO2,17/09/2022 12:00,14.5,ug m-3,R
TH2,NO2,17/09/2022 13:00,19.5,ug m-3,R
TH2,NO2,17/09/2022 14:00,18.2,ug m-3,R
TH2,NO2,17/09/2022 15:00,19.5,ug m-3,R
TH2,NO2,17/09/2022 16:00,23,ug m-3,R
TH2,NO2,17/09/2022 17:00,27.2,ug m-3,R
TH2,NO2,17/09/2022 18:00,33.5,ug m-3,R
TH2,NO2,17/09/2022 19:00,40.9,ug m-3,R
TH2,NO2,17/09/2022 20:00,39.2,ug m-3,R
TH2,NO2,17/09/2022 21:00,38.3,ug m-3,R
TH2,NO2,17/09/2022 22:00,29.3,ug m-3,R
TH2,NO2,17/09/2022 23:00,20.5,ug m-3,R
TH2,NO2,18/09/2022 00:00,19.7,ug m-3,R
TH2,NO2,18/09/2022 01:00,17.4,ug m-3,R
TH2,NO2,18/09/2022 02:00,14.5,ug m-3,R
TH2,NO2,18/09/2022 03:00,14.5,ug m-3,R
TH2,NO2,18/09/2022 04:00,11.5,ug m-3,R
TH2,NO2,18/09/2022 05:00,12.6,ug m-3,R
TH2,NO2,18/09/2022 06:00,16.3,ug m-3,R
TH2,NO2,18/09/2022 07:00,13.8,ug m-3,R
TH2,NO2,18/09/2022 08:00,13.2,ug m-3,R
TH2,NO2,18/09/2022 09:00,10.1,ug m-3,R
TH2,NO2,18/09/2022 10:00,8.8,ug m-3,R
TH2,NO2,18/09/2022 11:00,13.2,ug m-3,R
TH2,NO2,18/09/2022 12:00,14.5,ug m-3,R
TH2,NO2,18/09/2022 13:00,15.5,ug m-3,R
TH2,NO2,18/09/2022 14:00,18.9,ug m-3,R
TH2,NO2,18/09/2022 15:00,12.6,ug m-3,R
TH2,NO2,18/09/2022 16:00,16.1,ug m-3,R
TH2,NO2,18/09/2022 17:00,22.2,ug m-3,R
TH2,NO2,18/09/2022 18:00,23.9,ug m-3,R
TH2,NO2,18/09/2022 19:00,28.7,ug m-3,R
TH2,NO2,18/09/2022 20:00,35,ug m-3,R
TH2,NO2,18/09/2022 21:00,30,ug m-3,R
TH2,NO2,18/09/2022 22:00,29.5,ug m-3,R
TH2,NO2,18/09/2022 23:00,25.6,ug m-3,R
TH2,NO2,19/09/2022 00:00,29.8,ug m-3,R
TH2,NO2,19/09/2022 01:00,21.6,ug m-3,R
TH2,NO2,19/09/2022 02:00,17,ug m-3,R
TH2,NO2,19/09/2022 03:00,16.3,ug m-3,R
TH2,NO2,19/09/2022 04:00,18,ug m-3,R
TH2,NO2,19/09/2022 05:00,20.3,ug m-3,R
TH2,NO2,19/09/2022 06:00,16.8,ug m-3,R
TH2,NO2,19/09/2022 07:00,19.9,ug m-3,R
TH2,NO2,19/09/2022 08:00,17.6,ug m-3,R
TH2,NO2,19/09/2022 09:00,14,ug m-3,R
TH2,NO2,19/09/2022 10:00,12,ug m-3,R
TH2,NO2,19/09/2022 11:00,10.5,ug m-3,R
TH2,NO2,19/09/2022 12:00,12.2,ug m-3,R
TH2,NO2,19/09/2022 13:00,12.4,ug m-3,R
TH2,NO2,19/09/2022 14:00,13,ug m-3,R
TH2,NO2,19/09/2022 15:00,16.8,ug m-3,R
TH2,NO2,19/09/2022 16:00,21.6,ug m-3,R
TH2,NO2,19/09/2022 17:00,23.9,ug m-3,R
TH2,NO2,19/09/2022 18:00,27,ug m-3,R
TH2,NO2,19/09/2022 19:00,24.1,ug m-3,R
TH2,NO2,19/09/2022 20:00,23.3,ug m-3,R
TH2,NO2,19/09/2022 21:00,23.5,ug m-3,R
TH2,NO2,19/09/2022 22:00,22.4,ug m-3,R
TH2,NO2,19/09/2022 23:00,27,ug m-3,R
TH2,NO2,20/09/2022 00:00,22.9,ug m-3,R
TH2,NO2,20/09/2022 01:00,20.5,ug m-3,R
TH2,NO2,20/09/2022 02:00,23.1,ug m-3,R
TH2,NO2,20/09/2022 03:00,19.1,ug m-3,R
TH2,NO2,20/09/2022 04:00,19.9,ug m-3,R
TH2,NO2,20/09/2022 05:00,28.7,ug m-3,R
TH2,NO2,20/09/2022 06:00,31.9,ug m-3,R
TH2,NO2,20/09/2022 07:00,32.9,ug m-3,R
TH2,NO2,20/09/2022 08:00,37.1,ug m-3,R
TH2,NO2,20/09/2022 09:00,37.5,ug m-3,R
TH2,NO2,20/09/2022 10:00,31.4,ug m-3,R
TH2,NO2,20/09/2022 11:00,25.8,ug m-3,R
TH2,NO2,20/09/2022 12:00,24.7,ug m-3,R
TH2,NO2,20/09/2022 13:00,33.1,ug m-3,R
TH2,NO2,20/09/2022 14:00,24.9,ug m-3,R
TH2,NO2,20/09/2022 15:00,40.4,ug m-3,R
TH2,NO2,20/09/2022 16:00,37.1,ug m-3,R
TH2,NO2,20/09/2022 17:00,42.6,ug m-3,R
TH2,NO2,20/09/2022 18:00,43.4,ug m-3,R
TH2,NO2,20/09/2022 19:00,49.2,ug m-3,R
TH2,NO2,20/09/2022 20:00,47.6,ug m-3,R
TH2,NO2,20/09/2022 21:00,53.4,ug m-3,R
TH2,NO2,20/09/2022 22:00,53.4,ug m-3,R
TH2,NO2,20/09/2022 23:00,54.7,ug m-3,R
TH2,NO2,21/09/2022 00:00,52.4,ug m-3,R
TH2,NO2,21/09/2022 01:00,48,ug m-3,R
TH2,NO2,21/09/2022 02:00,46.1,ug m-3,R
TH2,NO2,21/09/2022 03:00,43.8,ug m-3,R
TH2,NO2,21/09/2022 04:00,38.6,ug m-3,R
TH2,NO2,21/09/2022 05:00,40,ug m-3,R
TH2,NO2,21/09/2022 06:00,42.1,ug m-3,R
TH2,NO2,21/09/2022 07:00,44.9,ug m-3,R
TH2,NO2,21/09/2022 08:00,52.2,ug m-3,R
TH2,NO2,21/09/2022 09:00,50.9,ug m-3,R
TH2,NO2,21/09/2022 10:00,48,ug m-3,R
TH2,NO2,21/09/2022 11:00,41.1,ug m-3,R
TH2,NO2,21/09/2022 12:00,26.4,ug m-3,R
TH2,NO2,21/09/2022 13:00,17.2,ug m-3,R
TH2,NO2,21/09/2022 14:00,19.9,ug m-3,R
TH2,NO2,21/09/2022 15:00,17,ug m-3,R
TH2,NO2,21/09/2022 16:00,16.6,ug m-3,R
TH2,NO2,21/09/2022 17:00,17.6,ug m-3,R
TH2,NO2,21/09/2022 18:00,18.9,ug m-3,R
TH2,NO2,21/09/2022 19:00,26.8,ug m-3,R
TH2,NO2,21/09/2022 20:00,24.5,ug m-3,R
TH2,NO2,21/09/2022 21:00,26.2,ug m-3,R
TH2,NO2,21/09/2022 22:00,24.5,ug m-3,R
TH2,NO2,21/09/2022 23:00,27.7,ug m-3,R
TH2,NO2,22/09/2022 00:00,22.8,ug m-3,R
TH2,NO2,22/09/2022 01:00,22.6,ug m-3,R
TH2,NO2,22/09/2022 02:00,28.3,ug m-3,R
TH2,NO2,22/09/2022 03:00,36.5,ug m-3,R
TH2,NO2,22/09/2022 04:00,34.8,ug m-3,R
TH2,NO2,22/09/2022 05:00,46.3,ug m-3,R
TH2,NO2,22/09/2022 06:00,44.4,ug m-3,R
TH2,NO2,22/09/2022 07:00,43.4,ug m-3,R
TH2,NO2,22/09/2022 08:00,32.9,ug m-3,R
TH2,NO2,22/09/2022 09:00,23.1,ug m-3,R
TH2,NO2,22/09/2022 10:00,13.8,ug m-3,R
TH2,NO2,22/09/2022 11:00,12.4,ug m-3,R
TH2,NO2,22/09/2022 12:00,13,ug m-3,R
TH2,NO2,22/09/2022 13:00,12,ug m-3,R
TH2,NO2,22/09/2022 15:00,14.7,ug m-3,R
TH2,NO2,22/09/2022 16:00,13.6,ug m-3,R
TH2,NO2,22/09/2022 17:00,14.3,ug m-3,R
TH2,NO2,22/09/2022 18:00,13.2,ug m-3,R
TH2,NO2,22/09/2022 19:00,17,ug m-3,R
TH2,NO2,22/09/2022 20:00,19.5,ug m-3,R
TH2,NO2,22/09/2022 21:00,19.5,ug m-3,R
TH2,NO2,22/09/2022 22:00,15.1,ug m-3,R
TH2,NO2,22/09/2022 23:00,14,ug m-3,R
TH2,NO2,23/09/2022 00:00,10.9,ug m-3,R
TH2,NO2,23/09/2022 01:00,10.1,ug m-3,R
TH2,NO2,23/09/2022 02:00,7.5,ug m-3,R
TH2,NO2,23/09/2022 03:00,7.3,ug m-3,R
TH2,NO2,23/09/2022 04:00,9.4,ug m-3,R
TH2,NO2,23/09/2022 05:00,15.9,ug m-3,R
TH2,NO2,23/09/2022 06:00,26,ug m-3,R
TH2,NO2,23/09/2022 07:00,32.5,ug m-3,R
TH2,NO2,23/09/2022 08:00,32.9,ug m-3,R
TH2,NO2,23/09/2022 09:00,33.9,ug m-3,R
TH2,NO2,23/09/2022 10:00,25.6,ug m-3,R
TH2,NO2,23/09/2022 11:00,22.4,ug m-3,R
TH2,NO2,23/09/2022 12:00,18.6,ug m-3,R
TH2,NO2,23/09/2022 13:00,24.3,ug m-3,R
TH2,NO2,23/09/2022 14:00,29.3,ug m-3,R
TH2,NO2,23/09/2022 15:00,29.6,ug m-3,R
TH2,NO2,23/09/2022 16:00,28.3,ug m-3,R
TH2,NO2,23/09/2022 17:00,29.8,ug m-3,R
TH2,NO2,23/09/2022 18:00,28.7,ug m-3,R
TH2,NO2,23/09/2022 19:00,27.9,ug m-3,R
TH2,NO2,23/09/2022 20:00,28.9,ug m-3,R
TH2,NO2,23/09/2022 21:00,25.8,ug m-3,R
TH2,NO2,23/09/2022 22:00,28.5,ug m-3,R
TH2,NO2,23/09/2022 23:00,22.9,ug m-3,R
TH2,NO2,24/09/2022 00:00,23.5,ug m-3,R
TH2,NO2,24/09/2022 01:00,14.2,ug m-3,R
TH2,NO2,24/09/2022 02:00,11.3,ug m-3,R
TH2,NO2,24/09/2022 03:00,12.4,ug m-3,R
TH2,NO2,24/09/2022 04:00,13.2,ug m-3,R
TH2,NO2,24/09/2022 05:00,14,ug m-3,R
TH2,NO2,24/09/2022 06:00,14.7,ug m-3,R
TH2,NO2,24/09/2022 07:00,14.2,ug m-3,R
TH2,NO2,24/09/2022 08:00,15.7,ug m-3,R
TH2,NO2,24/09/2022 09:00,14.3,ug m-3,R
TH2,NO2,24/09/2022 10:00,14.9,ug m-3,R
TH2,NO2,24/09/2022 11:00,13.4,ug m-3,R
TH2,NO2,24/09/2022 12:00,10.9,ug m-3,R
TH2,NO2,24/09/2022 13:00,12.4,ug m-3,R
TH2,NO2,24/09/2022 14:00,10.3,ug m-3,R
TH2,NO2,24/09/2022 15:00,15.3,ug m-3,R
TH2,NO2,24/09/2022 16:00,14.5,ug m-3,R
TH2,NO2,24/09/2022 17:00,18.7,ug m-3,R
TH2,NO2,24/09/2022 18:00,15.9,ug m-3,R
TH2,NO2,24/09/2022 19:00,11.7,ug m-3,R
TH2,NO2,24/09/2022 20:00,10.1,ug m-3,R
TH2,NO2,24/09/2022 21:00,10.5,ug m-3,R
TH2,NO2,24/09/2022 22:00,13.2,ug m-3,R
TH2,NO2,24/09/2022 23:00,14.7,ug m-3,R
TH2,NO2,25/09/2022 00:00,14.7,ug m-3,R
TH2,NO2,25/09/2022 01:00,14.5,ug m-3,R
TH2,NO2,25/09/2022 02:00,8.2,ug m-3,R
TH2,NO2,25/09/2022 03:00,9.2,ug m-3,R
TH2,NO2,25/09/2022 04:00,8.4,ug m-3,R
TH2,NO2,25/09/2022 05:00,10.7,ug m-3,R
TH2,NO2,25/09/2022 06:00,9.8,ug m-3,R
TH2,NO2,25/09/2022 07:00,9.6,ug m-3,R
TH2,NO2,25/09/2022 08:00,10.1,ug m-3,R
TH2,NO2,25/09/2022 09:00,10.5,ug m-3,R
TH2,NO2,25/09/2022 10:00,10.9,ug m-3,R
TH2,NO2,25/09/2022 11:00,11.1,ug m-3,R
TH2,NO2,25/09/2022 12:00,14.5,ug m-3,R
TH2,NO2,25/09/2022 13:00,16.1,ug m-3,R
TH2,NO2,25/09/2022 14:00,16.4,ug m-3,R
TH2,NO2,25/09/2022 15:00,16.4,ug m-3,R
TH2,NO2,25/09/2022 16:00,16.6,ug m-3,R
TH2,NO2,25/09/2022 17:00,25.4,ug m-3,R
TH2,NO2,25/09/2022 18:00,28.7,ug m-3,R
TH2,NO2,25/09/2022 19:00,27.9,ug m-3,R
TH2,NO2,25/09/2022 20:00,22.8,ug m-3,R
TH2,NO2,25/09/2022 21:00,21.8,ug m-3,R
TH2,NO2,25/09/2022 22:00,17.8,ug m-3,R
TH2,NO2,25/09/2022 23:00,12.2,ug m-3,R
TH2,NO2,26/09/2022 00:00,6.5,ug m-3,R
TH2,NO2,26/09/2022 01:00,5.2,ug m-3,R
TH2,NO2,26/09/2022 02:00,1.9,ug m-3,R
TH2,NO2,26/09/2022 03:00,1.9,ug m-3,R
TH2,NO2,26/09/2022 04:00,3.6,ug m-3,R
TH2,NO2,26/09/2022 05:00,6.7,ug m-3,R
TH2,NO2,26/09/2022 06:00,13.4,ug m-3,R
TH2,NO2,26/09/2022 07:00,28.3,ug m-3,R
TH2,NO2,26/09/2022 08:00,22.8,ug m-3,R
TH2,NO2,26/09/2022 09:00,22.8,ug m-3,R
TH2,NO2,26/09/2022 10:00,22,ug m-3,R
TH2,NO2,26/09/2022 11:00,18,ug m-3,R
TH2,NO2,26/09/2022 12:00,18.2,ug m-3,R
TH2,NO2,26/09/2022 13:00,19.7,ug m-3,R
TH2,NO2,26/09/2022 14:00,19.5,ug m-3,R
TH2,NO2,26/09/2022 15:00,24.9,ug m-3,R
TH2,NO2,26/09/2022 16:00,22.2,ug m-3,R
TH2,NO2,26/09/2022 17:00,22,ug m-3,R
TH2,NO2,26/09/2022 18:00,28.5,ug m-3,R
TH2,NO2,26/09/2022 19:00,25.1,ug m-3,R
TH2,NO2,26/09/2022 20:00,13,ug m-3,R
TH2,NO2,26/09/2022 21:00,11.1,ug m-3,R
TH2,NO2,26/09/2022 22:00,11.3,ug m-3,R
TH2,NO2,26/09/2022 23:00,6.5,ug m-3,R
TH2,NO2,27/09/2022 00:00,6.3,ug m-3,R
TH2,NO2,27/09/2022 01:00,5.9,ug m-3,R
TH2,NO2,27/09/2022 02:00,4.4,ug m-3,R
TH2,NO2,27/09/2022 03:00,7.3,ug m-3,R
TH2,NO2,27/09/2022 04:00,8,ug m-3,R
TH2,NO2,27/09/2022 05:00,15.9,ug m-3,R
TH2,NO2,27/09/2022 06:00,24.1,ug m-3,R
TH2,NO2,27/09/2022 07:00,26.4,ug m-3,R
TH2,NO2,27/09/2022 08:00,24.3,ug m-3,R
TH2,NO2,27/09/2022 09:00,22.9,ug m-3,R
TH2,NO2,27/09/2022 10:00,24.1,ug m-3,R
TH2,NO2,27/09/2022 11:00,20.3,ug m-3,R
TH2,NO2,27/09/2022 12:00,21,ug m-3,R
TH2,NO2,27/09/2022 13:00,27.3,ug m-3,R
TH2,NO2,27/09/2022 14:00,29.3,ug m-3,R
TH2,NO2,27/09/2022 15:00,28.5,ug m-3,R
TH2,NO2,27/09/2022 16:00,37.3,ug m-3,R
TH2,NO2,27/09/2022 17:00,33.3,ug m-3,R
TH2,NO2,27/09/2022 18:00,36.9,ug m-3,R
TH2,NO2,27/09/2022 19:00,33.5,ug m-3,R
TH2,NO2,27/09/2022 20:00,27.3,ug m-3,R
TH2,NO2,27/09/2022 21:00,26,ug m-3,R
TH2,NO2,27/09/2022 22:00,31.9,ug m-3,R
TH2,NO2,27/09/2022 23:00,17.8,ug m-3,R
TH2,NO2,28/09/2022 00:00,14.5,ug m-3,R
TH2,NO2,28/09/2022 01:00,12,ug m-3,R
TH2,NO2,28/09/2022 02:00,9.6,ug m-3,R
TH2,NO2,28/09/2022 03:00,11.5,ug m-3,R
TH2,NO2,28/09/2022 04:00,13.2,ug m-3,R
TH2,NO2,28/09/2022 05:00,21.8,ug m-3,R
TH2,NO2,28/09/2022 06:00,29.5,ug m-3,R
TH2,NO2,28/09/2022 07:00,30,ug m-3,R
TH2,NO2,28/09/2022 08:00,30.8,ug m-3,R
TH2,NO2,28/09/2022 09:00,23.1,ug m-3,R
TH2,NO2,28/09/2022 10:00,23.3,ug m-3,R
TH2,NO2,28/09/2022 11:00,18.7,ug m-3,R
TH2,NO2,28/09/2022 12:00,19.1,ug m-3,R
TH2,NO2,28/09/2022 13:00,23.3,ug m-3,R
TH2,NO2,28/09/2022 14:00,24.1,ug m-3,R
TH2,NO2,28/09/2022 15:00,24.1,ug m-3,R
TH2,NO2,28/09/2022 16:00,27.3,ug m-3,R
TH2,NO2,28/09/2022 17:00,34.2,ug m-3,R
TH2,NO2,28/09/2022 18:00,45.5,ug m-3,R
TH2,NO2,28/09/2022 19:00,51.3,ug m-3,R
TH2,NO2,28/09/2022 20:00,51.8,ug m-3,R
TH2,NO2,28/09/2022 21:00,50.3,ug m-3,R
TH2,NO2,28/09/2022 22:00,35.2,ug m-3,R
TH2,NO2,28/09/2022 23:00,34,ug m-3,R
TH2,NO2,29/09/2022 00:00,33.7,ug m-3,R
TH2,NO2,29/09/2022 01:00,36,ug m-3,R
TH2,NO2,29/09/2022 02:00,32.3,ug m-3,R
TH2,NO2,29/09/2022 03:00,30,ug m-3,R
TH2,NO2,29/09/2022 04:00,27.9,ug m-3,R
TH2,NO2,29/09/2022 05:00,30,ug m-3,R
TH2,NO2,29/09/2022 06:00,32.7,ug m-3,R
TH2,NO2,29/09/2022 07:00,35.4,ug m-3,R
TH2,NO2,29/09/2022 08:00,34.6,ug m-3,R
TH2,NO2,29/09/2022 09:00,33.3,ug m-3,R
TH2,NO2,29/09/2022 10:00,28.1,ug m-3,R
TH2,NO2,29/09/2022 11:00,21.6,ug m-3,R
TH2,NO2,29/09/2022 12:00,21.6,ug m-3,R
TH2,NO2,29/09/2022 13:00,23.1,ug m-3,R
TH2,NO2,29/09/2022 14:00,25.2,ug m-3,R
TH2,NO2,29/09/2022 15:00,22,ug m-3,R
TH2,NO2,29/09/2022 16:00,38.1,ug m-3,R
TH2,NO2,29/09/2022 17:00,47.8,ug m-3,R
TH2,NO2,29/09/2022 18:00,52.8,ug m-3,R
TH2,NO2,29/09/2022 19:00,55.1,ug m-3,R
TH2,NO2,29/09/2022 20:00,55.5,ug m-3,R
TH2,NO2,29/09/2022 21:00,57.6,ug m-3,R
TH2,NO2,29/09/2022 22:00,47,ug m-3,R
TH2,NO2,29/09/2022 23:00,42.3,ug m-3,R
TH2,NO2,30/09/2022 00:00,41.7,ug m-3,R
TH2,NO2,30/09/2022 01:00,40.4,ug m-3,R
TH2,NO2,30/09/2022 02:00,35.8,ug m-3,R
TH2,NO2,30/09/2022 03:00,31.7,ug m-3,R
TH2,NO2,30/09/2022 04:00,29.8,ug m-3,R
TH2,NO2,30/09/2022 05:00,29.8,ug m-3,R
TH2,NO2,30/09/2022 06:00,28.5,ug m-3,R
TH2,NO2,30/09/2022 07:00,25.8,ug m-3,R
TH2,NO2,30/09/2022 08:00,23.3,ug m-3,R
TH2,NO2,30/09/2022 09:00,25.1,ug m-3,R
TH2,NO2,30/09/2022 10:00,18.2,ug m-3,R
TH2,NO2,30/09/2022 11:00,9.9,ug m-3,R
TH2,NO2,30/09/2022 12:00,9,ug m-3,R
TH2,NO2,30/09/2022 13:00,8.4,ug m-3,R
TH2,NO2,30/09/2022 14:00,9.9,ug m-3,R
TH2,NO2,30/09/2022 15:00,10.5,ug m-3,R
TH2,NO2,30/09/2022 16:00,12.6,ug m-3,R
TH2,NO2,30/09/2022 17:00,10.1,ug m-3,R
TH2,NO2,30/09/2022 18:00,7.7,ug m-3,R
TH2,NO2,30/09/2022 19:00,5.7,ug m-3,R
TH2,NO2,30/09/2022 20:00,5.5,ug m-3,R
TH2,NO2,30/09/2022 21:00,7.7,ug m-3,R
TH2,NO2,30/09/2022 22:00,14.7,ug m-3,R
TH2,NO2,30/09/2022 23:00,18.7,ug m-3,R
TH2,NO2,01/10/2022 00:00,17,ug m-3,R
TH2,NO2,01/10/2022 01:00,9.6,ug m-3,R
TH2,NO2,01/10/2022 02:00,7.8,ug m-3,R
TH2,NO2,01/10/2022 03:00,6.3,ug m-3,R
TH2,NO2,01/10/2022 04:00,6.9,ug m-3,R
TH2,NO2,01/10/2022 05:00,10.7,ug m-3,R
TH2,NO2,01/10/2022 06:00,11.7,ug m-3,R
TH2,NO2,01/10/2022 07:00,11.7,ug m-3,R
TH2,NO2,01/10/2022 08:00,13,ug m-3,R
TH2,NO2,01/10/2022 09:00,14.7,ug m-3,R
TH2,NO2,01/10/2022 10:00,12.8,ug m-3,R
TH2,NO2,01/10/2022 11:00,14.5,ug m-3,R
TH2,NO2,01/10/2022 12:00,13.4,ug m-3,R
TH2,NO2,01/10/2022 13:00,14.7,ug m-3,R
TH2,NO2,01/10/2022 14:00,14.3,ug m-3,R
TH2,NO2,01/10/2022 15:00,13.6,ug m-3,R
TH2,NO2,01/10/2022 16:00,14.7,ug m-3,R
TH2,NO2,01/10/2022 17:00,25.1,ug m-3,R
TH2,NO2,01/10/2022 18:00,20.8,ug m-3,R
